program_id,program_name,department,district,start_date,budget_allocated,beneficiaries,completion_rate,budget_utilization,satisfaction_score,social_engagement,sentiment_score,reach_rate,cost_per_beneficiary,roi_score,effectiveness_score,impact_category,implementation_status,risk_level,strategic_recommendation,budget_efficiency_score,beneficiary_scale,satisfaction_category,budget_tier,program_age_days,program_maturity
PRG-09332,Digital Literacy Program,DISKOMINFO,Bumiaji,2025-06-22,4462797788,13343,68.91,89.01,4.53,107042,0.55,79.89,334467.35,80.39,80.39,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,90.31569486574543,Medium Scale,High,Tier 2,324,Growing
PRG-09333,Smart City Initiative,DISKOMINFO,Junrejo,2024-06-09,2522126655,33774,60.7,81.69,4.05,195275,0.685,70.3,74676.58,73.18,73.18,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,89.58256824580734,Large Scale,High,Tier 1,702,Established
PRG-09334,Public WiFi Expansion,DISKOMINFO,Junrejo,2024-07-11,5677677784,19374,92.28,92.62,3.86,59929,0.305,100.0,293056.56,87.4,87.4,High Impact,Completed,Low,Scale up program implementation.,94.36406823580221,Medium Scale,Moderate,Tier 3,670,Established
PRG-09335,Smart City Initiative,DISKOMINFO,Bumiaji,2025-11-10,9881629397,13056,93.4,96.2,4.66,162989,0.749,89.99,756865.0,92.48,92.48,High Impact,Completed,Low,Scale up program implementation.,96.13305613305613,Medium Scale,High,Tier 4,183,Growing
PRG-09336,Agricultural Innovation,Dinas Pertanian,Batu,2025-05-15,9542281553,16365,84.71,97.24,3.73,4937,0.388,80.7,583090.84,81.75,81.75,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,84.0703414232826,Medium Scale,Moderate,Tier 4,362,Growing
PRG-09337,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-02-20,2518043033,22572,68.23,81.23,4.25,60734,0.369,79.44,111556.04,76.65,76.65,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,94.36168903114613,Large Scale,High,Tier 1,446,Established
PRG-09338,Environmental Sustainability,Dinas Lingkungan Hidup,Batu,2024-09-06,2258472708,1270,75.56,78.21,3.54,90377,0.76,65.62,1778324.97,74.01,74.01,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,94.62984273110857,Small Scale,Moderate,Tier 1,613,Established
PRG-09339,Environmental Sustainability,Dinas Lingkungan Hidup,Junrejo,2025-03-15,6680313042,44400,70.85,73.68,3.33,182522,0.545,75.67,150457.5,71.8,71.8,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,97.44842562432137,Large Scale,Moderate,Tier 3,423,Established
PRG-09340,Education Assistance,Dinas Pendidikan,Bumiaji,2024-12-09,4193323977,3052,100.0,100.0,4.32,13394,0.308,78.1,1373959.36,88.76,88.76,High Impact,Expanded,Low,Scale up program implementation.,88.76,Small Scale,High,Tier 2,519,Established
PRG-09341,Agricultural Innovation,Dinas Pertanian,Bumiaji,2024-10-26,8069090856,36480,71.13,60.58,4.2,175600,0.231,94.54,221192.18,76.51,76.51,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,126.29580719709476,Large Scale,High,Tier 4,563,Established
PRG-09342,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2025-10-17,7828857301,39391,70.53,84.59,3.99,146663,0.245,78.02,198747.36,75.61,75.61,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,89.38408795365882,Large Scale,Moderate,Tier 4,207,Growing
PRG-09343,Digital Literacy Program,DISKOMINFO,Bumiaji,2025-12-03,7265337480,9299,88.5,85.7,4.14,126700,0.402,77.98,781303.09,82.7,82.7,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,96.49941656942825,Medium Scale,High,Tier 3,160,Early Stage
PRG-09344,Digital Literacy Program,DISKOMINFO,Bumiaji,2025-09-17,813205221,21319,87.73,88.39,4.05,6559,0.092,66.15,38144.62,78.53,78.53,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,88.84489195610364,Large Scale,High,Tier 1,237,Growing
PRG-09345,Education Assistance,Dinas Pendidikan,Junrejo,2024-12-20,2625599415,1820,90.96,84.36,5.0,143436,0.287,86.5,1442637.04,88.68,88.68,High Impact,Completed,Low,Scale up program implementation.,105.12091038406828,Small Scale,High,Tier 1,508,Established
PRG-09346,Education Assistance,Dinas Pendidikan,Junrejo,2025-05-31,7744514196,22260,68.05,87.22,4.45,79239,0.261,59.75,347911.69,74.02,74.02,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,84.86585645494152,Large Scale,High,Tier 4,346,Growing
PRG-09347,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2025-10-26,2653479287,17876,64.74,88.64,5.0,33688,0.632,63.33,148438.09,78.55,78.55,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,88.6168772563177,Medium Scale,High,Tier 1,198,Growing
PRG-09348,Public WiFi Expansion,DISKOMINFO,Batu,2024-07-14,5119848573,35424,52.34,86.37,4.31,118021,0.088,73.44,144530.5,70.33,70.33,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,81.4287368299178,Large Scale,High,Tier 2,667,Established
PRG-09349,Digital UMKM Empowerment,Dinas Koperasi,Bumiaji,2025-12-29,3837345484,14222,59.16,82.11,4.25,20564,0.47,78.98,269817.57,74.45,74.45,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,90.6710510291073,Medium Scale,High,Tier 2,134,Early Stage
PRG-09350,Digital UMKM Empowerment,Dinas Koperasi,Junrejo,2025-04-05,3063549922,35870,90.65,79.62,3.76,174673,0.621,58.86,85407.02,77.8,77.8,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,97.71414217533282,Large Scale,Moderate,Tier 2,402,Established
PRG-09351,Healthcare Outreach,Dinas Kesehatan,Batu,2024-11-05,9980590428,44654,71.94,79.45,4.63,93842,0.236,68.23,223509.44,76.48,76.48,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,96.26179987413468,Large Scale,High,Tier 4,553,Established
PRG-09352,Youth Entrepreneurship,Dinas Koperasi,Batu,2024-07-12,1357728967,36262,73.24,96.57,3.45,88469,0.708,85.38,37442.2,79.32,79.32,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,82.13730972351662,Large Scale,Moderate,Tier 1,669,Established
PRG-09353,Healthcare Outreach,Dinas Kesehatan,Bumiaji,2024-04-08,2699413524,25425,86.11,78.9,4.22,153036,0.011,77.67,106171.62,79.33,79.33,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,100.54499366286439,Large Scale,High,Tier 1,764,Mature
PRG-09354,Digital UMKM Empowerment,Dinas Koperasi,Junrejo,2025-02-16,4012443760,10256,63.66,95.67,4.62,58852,0.722,95.35,391228.92,84.24,84.24,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,88.05268109125117,Medium Scale,High,Tier 2,450,Established
PRG-09355,Public WiFi Expansion,DISKOMINFO,Batu,2025-03-09,9670493767,9931,72.48,74.45,4.66,85984,1.0,65.2,973768.38,79.26,79.26,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,106.4607118871726,Medium Scale,High,Tier 4,429,Established
PRG-09356,Smart City Initiative,DISKOMINFO,Batu,2025-09-03,1332997778,44312,77.44,86.0,3.9,6994,0.283,78.57,30082.09,77.77,77.77,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,90.43023255813954,Large Scale,Moderate,Tier 1,251,Growing
PRG-09357,Digital UMKM Empowerment,Dinas Koperasi,Junrejo,2024-10-09,4404505719,2584,62.04,86.19,4.01,44722,0.397,79.43,1704530.08,74.48,74.48,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,86.41373709247013,Small Scale,High,Tier 2,580,Established
PRG-09358,Healthcare Outreach,Dinas Kesehatan,Junrejo,2024-09-08,3950866461,7338,55.12,97.04,3.93,63328,0.965,69.99,538411.89,74.59,74.59,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,76.86521022258863,Medium Scale,Moderate,Tier 2,611,Established
PRG-09359,Smart City Initiative,DISKOMINFO,Bumiaji,2025-01-21,8123137712,15144,84.7,94.87,4.28,155071,0.796,69.39,536393.14,83.9,83.9,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,88.43680826394012,Medium Scale,High,Tier 4,476,Established
PRG-09360,Smart City Initiative,DISKOMINFO,Bumiaji,2025-03-06,4133679382,6217,77.6,90.45,3.48,23219,0.046,76.64,664899.37,74.81,74.81,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,82.7086788280818,Medium Scale,Moderate,Tier 2,432,Established
PRG-09361,Tourism Promotion Campaign,Dinas Pariwisata,Bumiaji,2025-01-24,2017052539,48979,77.04,74.4,3.42,36567,0.44,61.64,41181.99,70.89,70.89,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,95.28225806451611,Large Scale,Moderate,Tier 1,473,Established
PRG-09362,Digital Literacy Program,DISKOMINFO,Junrejo,2024-02-08,4582686463,27822,66.91,81.88,5.0,45891,0.522,85.27,164714.49,82.02,82.02,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,100.17098192476796,Large Scale,High,Tier 2,824,Mature
PRG-09363,Education Assistance,Dinas Pendidikan,Bumiaji,2024-06-27,3977803021,16550,74.28,86.22,4.91,100392,0.427,89.0,240350.64,84.73,84.73,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,98.27186267687313,Medium Scale,High,Tier 2,684,Established
PRG-09364,Digital Literacy Program,DISKOMINFO,Junrejo,2025-07-19,1066194766,2952,93.91,87.51,4.23,167304,0.423,56.59,361177.09,80.9,80.9,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,92.4465775339961,Small Scale,High,Tier 1,297,Growing
PRG-09365,Healthcare Outreach,Dinas Kesehatan,Batu,2025-10-15,3254035650,27933,74.24,93.84,4.66,153454,0.135,68.73,116494.31,79.09,79.09,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,84.28175618073317,Large Scale,High,Tier 2,209,Growing
PRG-09366,Tourism Promotion Campaign,Dinas Pariwisata,Junrejo,2024-02-14,8898671646,40586,81.48,73.52,4.17,33711,0.376,52.04,219254.71,73.6,73.6,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,100.1088139281828,Large Scale,High,Tier 4,818,Mature
PRG-09367,Public WiFi Expansion,DISKOMINFO,Batu,2024-03-02,7068577712,7739,70.6,100.0,4.61,84518,0.343,80.7,913370.94,82.1,82.1,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,82.1,Medium Scale,High,Tier 3,801,Mature
PRG-09368,Smart City Initiative,DISKOMINFO,Batu,2024-11-26,8516332698,2478,76.14,83.45,5.0,130861,0.296,80.92,3436776.71,83.02,83.02,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,99.48472139005392,Small Scale,High,Tier 4,532,Established
PRG-09369,Agricultural Innovation,Dinas Pertanian,Bumiaji,2025-05-23,4870822956,22391,76.1,76.03,4.17,100414,-0.06,74.54,217534.86,74.69,74.69,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,98.23753781402078,Large Scale,High,Tier 2,354,Growing
PRG-09370,Public WiFi Expansion,DISKOMINFO,Bumiaji,2025-09-21,776147250,21940,100.0,81.86,4.8,86224,0.15,80.3,35375.9,88.11,88.11,High Impact,Expanded,Low,Scale up program implementation.,107.63498656242365,Large Scale,High,Tier 1,233,Growing
PRG-09371,Agricultural Innovation,Dinas Pertanian,Bumiaji,2025-05-04,7554772637,47377,83.64,99.66,4.32,183159,0.566,59.9,159460.76,81.43,81.43,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,81.70780654224365,Large Scale,High,Tier 4,373,Established
PRG-09372,Public WiFi Expansion,DISKOMINFO,Junrejo,2025-06-27,6494315273,26889,64.18,66.97,3.7,121480,0.53,84.93,241523.12,72.44,72.44,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,108.16783634463192,Large Scale,Moderate,Tier 3,319,Growing
PRG-09373,Healthcare Outreach,Dinas Kesehatan,Batu,2025-06-30,5715910542,29497,62.28,92.91,3.67,102253,0.123,67.76,193779.39,70.14,70.14,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,75.49241201162415,Large Scale,Moderate,Tier 3,316,Growing
PRG-09374,Youth Entrepreneurship,Dinas Koperasi,Batu,2025-02-04,4506584229,20328,93.12,99.37,4.98,132521,0.544,98.01,221693.44,95.06,95.06,High Impact,Completed,Low,Scale up program implementation.,95.66267485156486,Large Scale,High,Tier 2,462,Established
PRG-09375,Digital UMKM Empowerment,Dinas Koperasi,Junrejo,2024-02-12,5765782058,18938,82.81,88.88,3.13,7723,0.482,77.47,304455.7,76.75,76.75,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,86.35238523852387,Medium Scale,Moderate,Tier 3,820,Mature
PRG-09376,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-06-22,2447238824,42807,86.53,83.1,4.11,123952,0.204,61.02,57169.13,77.2,77.2,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,92.90012033694344,Large Scale,High,Tier 1,324,Growing
PRG-09377,Digital Literacy Program,DISKOMINFO,Batu,2025-08-15,576838293,31314,77.33,100.0,3.47,70697,0.343,76.45,18421.1,77.56,77.56,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,77.56,Large Scale,Moderate,Tier 1,270,Growing
PRG-09378,Agricultural Innovation,Dinas Pertanian,Batu,2025-09-09,1165951081,6729,90.58,81.9,4.39,157544,0.577,70.87,173272.56,83.48,83.48,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,101.92918192918192,Medium Scale,High,Tier 1,245,Growing
PRG-09379,Smart City Initiative,DISKOMINFO,Junrejo,2025-11-11,2179985366,8616,64.7,85.17,4.09,194920,0.59,99.99,253015.94,80.59,80.59,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,94.62251966654925,Medium Scale,High,Tier 1,182,Growing
PRG-09380,Education Assistance,Dinas Pendidikan,Batu,2025-05-08,9121167550,9791,89.03,82.82,4.55,103365,0.344,60.5,931586.92,80.71,80.71,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,97.45230620623038,Medium Scale,High,Tier 4,369,Established
PRG-09381,Public WiFi Expansion,DISKOMINFO,Bumiaji,2024-10-18,6909971008,6679,70.87,98.13,5.0,145344,0.31,73.95,1034581.68,82.32,82.32,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,83.88871904616325,Medium Scale,High,Tier 3,571,Established
PRG-09382,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2025-10-30,1237805235,30617,77.36,97.36,4.19,69178,0.124,71.48,40428.69,78.7,78.7,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,80.83401807723911,Large Scale,High,Tier 1,194,Growing
PRG-09383,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-04-17,1247803275,45379,73.92,96.34,3.75,49098,0.332,94.02,27497.37,80.87,80.87,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,83.94228773095287,Large Scale,Moderate,Tier 1,390,Established
PRG-09384,Agricultural Innovation,Dinas Pertanian,Batu,2024-06-26,9670545421,4078,82.48,79.52,4.55,18211,-0.011,77.54,2371394.17,79.89,79.89,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,100.46529175050303,Small Scale,High,Tier 4,685,Established
PRG-09385,Environmental Sustainability,Dinas Lingkungan Hidup,Bumiaji,2025-11-26,8105763076,47577,87.98,96.37,4.72,173705,0.36,89.15,170371.46,89.1,89.1,High Impact,Completed,Low,Scale up program implementation.,92.45615855556709,Large Scale,High,Tier 4,167,Early Stage
PRG-09386,Digital Literacy Program,DISKOMINFO,Batu,2024-04-24,3403277349,13064,77.62,77.83,4.55,38926,0.632,76.2,260508.06,81.09,81.09,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,104.18861621482719,Medium Scale,High,Tier 2,748,Mature
PRG-09387,Youth Entrepreneurship,Dinas Koperasi,Bumiaji,2024-10-29,8588862204,18101,74.38,76.76,4.41,18713,0.43,50.14,474496.56,73.06,73.06,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,95.17978113600833,Medium Scale,High,Tier 4,560,Established
PRG-09388,Digital Literacy Program,DISKOMINFO,Batu,2025-10-18,9456370737,31894,84.64,90.53,3.96,5358,0.244,63.62,296493.72,77.72,77.72,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,85.84999447696896,Large Scale,Moderate,Tier 4,206,Growing
PRG-09389,Youth Entrepreneurship,Dinas Koperasi,Junrejo,2024-11-14,5947158945,8293,98.59,85.13,4.21,60526,0.785,78.44,717129.98,88.0,88.0,High Impact,Expanded,Low,Scale up program implementation.,103.37131446023729,Medium Scale,High,Tier 3,544,Established
PRG-09390,Youth Entrepreneurship,Dinas Koperasi,Batu,2024-02-28,9835968820,2736,100.0,70.47,3.94,174465,0.369,70.43,3595017.84,81.21,81.21,Moderate Impact,Expanded,Medium,Optimize delivery and improve stakeholder engagement.,115.24052788420603,Small Scale,Moderate,Tier 4,804,Mature
PRG-09391,Digital Literacy Program,DISKOMINFO,Junrejo,2024-08-09,6512023265,43761,93.92,90.85,5.0,94726,0.384,92.22,148808.83,92.17,92.17,High Impact,Completed,Low,Scale up program implementation.,101.45294441386902,Large Scale,High,Tier 3,641,Established
PRG-09392,Agricultural Innovation,Dinas Pertanian,Bumiaji,2024-09-04,6299865208,48364,62.33,82.92,4.48,169528,0.26,55.87,130259.39,71.02,71.02,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,85.6488181379643,Large Scale,High,Tier 3,615,Established
PRG-09393,Healthcare Outreach,Dinas Kesehatan,Bumiaji,2024-01-18,8738236086,24940,71.79,97.2,4.79,86593,0.338,60.01,350370.33,78.74,78.74,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,81.0082304526749,Large Scale,High,Tier 4,845,Mature
PRG-09394,Youth Entrepreneurship,Dinas Koperasi,Batu,2025-07-06,6911689197,8501,75.27,78.33,3.11,165687,0.242,95.21,813044.25,75.13,75.13,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,95.91471977530958,Medium Scale,Moderate,Tier 3,310,Growing
PRG-09395,Smart City Initiative,DISKOMINFO,Batu,2025-05-26,8006215651,42371,83.29,100.0,3.36,13266,0.368,80.01,188955.08,79.63,79.63,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,79.63,Large Scale,Moderate,Tier 4,351,Growing
PRG-09396,Smart City Initiative,DISKOMINFO,Bumiaji,2025-08-18,9322771825,39951,55.35,94.6,3.92,126450,0.496,86.89,233355.16,75.26,75.26,Moderate Impact,In Progress,Medium,Optimize delivery and improve stakeholder engagement.,79.55602536997887,Large Scale,Moderate,Tier 4,267,Growing
PRG-09397,Tourism Promotion Campaign,Dinas Pariwisata,Batu,2025-03-30,3891065975,26998,86.71,100.0,3.92,181905,0.453,92.21,144124.23,86.34,86.34,High Impact,Completed,Low,Scale up program implementation.,86.34,Large Scale,Moderate,Tier 2,408,Established
PRG-09398,Digital UMKM Empowerment,Dinas Koperasi,Bumiaji,2024-03-20,3908485949,9368,90.81,90.41,4.17,143391,0.764,68.99,417216.69,84.26,84.26,Moderate Impact,Completed,Medium,Optimize delivery and improve stakeholder engagement.,93.19765512664529,Medium Scale,High,Tier 2,783,Mature
PRG-09399,Healthcare Outreach,Dinas Kesehatan,Bumiaji,2025-12-24,2648875795,20465,72.07,92.09,4.36,167842,0.581,100.0,129434.44,85.11,85.11,High Impact,In Progress,Low,Scale up program implementation.,92.4204582473667,Large Scale,High,Tier 1,139,Early Stage
